model,partition,adulterant,level_pct,identification_acc,pred_mean,abs_err
MLP,42,peanut,8,1.0,11.59850788116455,3.598507881164551
MLP,42,peanut,12,1.0,14.34921407699585,2.5223917961120605
MLP,42,peanut,16,1.0,18.316400051116943,2.3991637229919434
MLP,42,peanut,20,1.0,20.497434616088867,0.9897785186767578
MLP,42,peanut,24,1.0,24.146104335784912,0.882744312286377
MLP,42,peanut,28,1.0,26.81954050064087,1.620863437652588
MLP,42,peanut,32,1.0,32.056880950927734,1.7234067916870117
MLP,42,peanut,36,1.0,35.57512164115906,1.2838857173919678
MLP,42,peanut,40,1.0,40.83556270599365,1.3903603553771973
MLP,42,peanut,44,1.0,43.02128791809082,1.1850204467773438
MLP,42,peanut,48,1.0,48.96637773513794,2.108436107635498
MLP,42,peanut,52,1.0,50.314921140670776,1.9973061084747314
MLP,42,peanut,56,1.0,57.03774976730347,1.7147011756896973
MLP,42,peanut,60,1.0,56.83792424201965,3.1620757579803467
MLP,42,peanut,64,1.0,62.62515976849724,1.5901390524471508
MLP,42,peanut,68,1.0,66.74986290931702,2.06520676612854
MLP,42,peanut,72,1.0,69.23708975315094,2.847816586494446
MLP,42,peanut,76,1.0,74.17164957523346,1.8654967546463013
MLP,42,peanut,80,1.0,76.54596984386444,3.454030156135559
MLP,42,peanut,84,1.0,81.13435751199722,2.8842650055885315
MLP,42,peanut,88,1.0,84.95086497068405,3.0491350293159485
MLP,42,peanut,92,1.0,87.6029349565506,4.397065043449402
MLP,42,peanut,96,1.0,90.32099625468254,5.679003745317459
MLP,42,peanut,100,1.0,94.75247304141521,5.2475269585847855
MLP,42,sunflower,4,0.6875,2.7342419624328613,1.5355963706970215
MLP,42,sunflower,8,1.0,9.143018245697021,1.592231273651123
MLP,42,sunflower,12,1.0,11.372193400065104,1.790839640299479
MLP,42,sunflower,16,1.0,14.94246530532837,1.4128642082214355
MLP,42,sunflower,20,1.0,28.478845596313477,8.478845596313477
MLP,42,sunflower,24,1.0,23.93629264831543,2.356307029724121
MLP,42,sunflower,28,1.0,29.57270622253418,2.240335464477539
MLP,42,sunflower,32,1.0,25.78998613357544,6.2100138664245605
MLP,42,sunflower,36,1.0,33.02000188827515,3.428170680999756
MLP,42,sunflower,40,1.0,44.48278225169462,4.482782251694623
MLP,42,sunflower,44,1.0,43.182899475097656,2.033076763153076
MLP,42,sunflower,48,1.0,48.25870871543884,2.636406183242798
MLP,42,sunflower,52,1.0,49.13086414337158,4.253956317901611
MLP,42,sunflower,56,1.0,54.02099800109863,2.5031256675720215
MLP,42,sunflower,60,1.0,62.145862102508545,2.6678295135498047
MLP,42,sunflower,64,1.0,60.45817732810974,3.697242498397827
MLP,42,sunflower,68,1.0,66.44481658935547,2.3378357887268066
MLP,42,sunflower,72,1.0,69.33794021606445,2.771578550338745
MLP,42,sunflower,76,1.0,74.23816442489624,2.6441919803619385
MLP,42,sunflower,80,1.0,78.0286671774728,2.2228527069091797
MLP,42,sunflower,84,1.0,82.79866880178452,1.2552348971366882
MLP,42,sunflower,88,1.0,88.63951188325882,1.5111605525016785
MLP,42,sunflower,92,1.0,90.44042682647705,1.9158419370651245
MLP,42,sunflower,96,1.0,94.6763075441122,2.2141074389219284
MLP,42,sunflower,100,1.0,97.18011883427116,2.8198811657288494
MLP,43,peanut,4,1.0,9.148243427276611,5.148243427276611
MLP,43,peanut,8,1.0,12.450255870819092,4.450255870819092
MLP,43,peanut,12,1.0,12.694977283477783,1.0779728889465332
MLP,43,peanut,16,1.0,16.843397617340088,1.2055153846740723
MLP,43,peanut,20,1.0,21.665918350219727,2.237977981567383
MLP,43,peanut,24,1.0,21.981712818145752,2.130662441253662
MLP,43,peanut,28,1.0,33.024709701538086,5.024709701538086
MLP,43,peanut,32,1.0,32.5622718334198,1.835524320602417
MLP,43,peanut,36,1.0,37.92145657539368,2.5290091037750244
MLP,43,peanut,40,1.0,45.123021602630615,5.123021602630615
MLP,43,peanut,44,1.0,44.26003313064575,1.0099163055419922
MLP,43,peanut,48,1.0,53.68322944641113,5.683229446411133
MLP,43,peanut,52,1.0,49.367310523986816,2.7475509643554688
MLP,43,peanut,56,1.0,55.278480768203735,1.6651461124420166
MLP,43,peanut,60,1.0,58.65625286102295,1.9232258796691895
MLP,43,peanut,64,1.0,60.78434461705825,3.3127739850212548
MLP,43,peanut,68,1.0,66.15952432155609,2.161429286003113
MLP,43,peanut,72,1.0,70.99881863594055,1.872941255569458
MLP,43,peanut,76,1.0,76.29904174804688,1.3348617553710938
MLP,43,peanut,80,1.0,77.33230555057526,2.7979131937026978
MLP,43,peanut,84,1.0,81.5698634982109,2.5006064772605896
MLP,43,peanut,88,1.0,86.6925819516182,1.5974530577659607
MLP,43,peanut,92,1.0,85.59276312589645,6.407236874103546
MLP,43,peanut,96,1.0,89.78731754422188,6.212682455778122
MLP,43,peanut,100,1.0,95.10156689584255,4.898433104157448
MLP,43,sunflower,4,0.875,3.715182304382324,2.3023290634155273
MLP,43,sunflower,8,1.0,13.353469371795654,5.353469371795654
MLP,43,sunflower,12,1.0,14.536169942220052,2.703619893391927
MLP,43,sunflower,16,1.0,15.076899528503418,1.575601577758789
MLP,43,sunflower,20,1.0,28.828951358795166,8.828951358795166
MLP,43,sunflower,24,1.0,25.944207191467285,2.6255874633789062
MLP,43,sunflower,28,1.0,32.48447561264038,4.486415386199951
MLP,43,sunflower,32,1.0,35.335280895233154,3.349393367767334
MLP,43,sunflower,36,1.0,35.959059715270996,2.099167823791504
MLP,43,sunflower,40,1.0,42.73755578433766,2.894798054414637
MLP,43,sunflower,44,1.0,43.38200664520264,2.0141100883483887
MLP,43,sunflower,48,1.0,51.38384652137756,3.6848666667938232
MLP,43,sunflower,52,1.0,49.264496088027954,5.116105318069458
MLP,43,sunflower,56,1.0,55.81899452209473,2.107198715209961
MLP,43,sunflower,60,1.0,62.86707639694214,3.229551315307617
MLP,43,sunflower,64,1.0,62.92079305648804,2.251129627227783
MLP,43,sunflower,68,1.0,61.43261384963989,6.567386150360107
MLP,43,sunflower,72,1.0,67.27800822257996,4.721991777420044
MLP,43,sunflower,76,1.0,71.99151122570038,4.0142213106155396
MLP,43,sunflower,80,1.0,79.59472288404193,1.1542656762259347
MLP,43,sunflower,84,1.0,77.45448207855225,6.545517921447754
MLP,43,sunflower,88,1.0,80.92781805992126,7.072181940078735
MLP,43,sunflower,92,1.0,87.74823680520058,4.4301444590091705
MLP,43,sunflower,96,1.0,93.44489755481482,2.844621203839779
MLP,43,sunflower,100,1.0,96.75059705183787,3.249402948162135
MLP,44,peanut,4,1.0,6.39354944229126,2.398221492767334
MLP,44,peanut,8,1.0,10.75734806060791,2.75734806060791
MLP,44,peanut,12,1.0,12.392808437347412,1.057018756866455
MLP,44,peanut,16,1.0,17.410499572753906,1.4268293380737305
MLP,44,peanut,20,1.0,21.813920974731445,1.8651123046875
MLP,44,peanut,24,1.0,23.64435052871704,1.0713448524475098
MLP,44,peanut,28,1.0,30.400800704956055,2.522158622741699
MLP,44,peanut,32,1.0,29.10535430908203,3.366969108581543
MLP,44,peanut,36,1.0,33.40032911300659,2.599670886993408
MLP,44,peanut,40,1.0,40.275898694992065,1.2174952030181885
MLP,44,peanut,44,1.0,49.19755554199219,5.1975555419921875
MLP,44,peanut,48,1.0,50.990620374679565,3.260603666305542
MLP,44,peanut,52,1.0,49.72851371765137,2.486137866973877
MLP,44,peanut,56,1.0,54.43750238418579,2.2434563636779785
MLP,44,peanut,60,1.0,60.091448068618774,1.370563268661499
MLP,44,peanut,64,1.0,66.31071326311897,2.5587399426628563
MLP,44,peanut,68,1.0,65.8297188282013,2.5742509365081787
MLP,44,peanut,72,1.0,69.08750796318054,2.912492036819458
MLP,44,peanut,76,1.0,77.64018487930298,1.8646862506866455
MLP,44,peanut,80,1.0,77.68708050251007,2.312919497489929
MLP,44,peanut,84,1.0,80.24311971664429,3.756880283355713
MLP,44,peanut,88,1.0,85.67922312021255,2.320776879787445
MLP,44,peanut,92,1.0,86.89552623033524,5.104473769664764
MLP,44,peanut,96,1.0,91.13337060809135,4.866629391908646
MLP,44,peanut,100,1.0,94.69653308391571,5.3034669160842896
MLP,44,sunflower,4,0.875,8.609302043914795,4.609302043914795
MLP,44,sunflower,8,1.0,11.616680145263672,3.6646194458007812
MLP,44,sunflower,12,1.0,14.086696370442708,2.471989949544271
MLP,44,sunflower,16,1.0,16.30114507675171,1.7664437294006348
MLP,44,sunflower,20,1.0,24.10195016860962,4.101950168609619
MLP,44,sunflower,24,1.0,25.366143703460693,2.34666109085083
MLP,44,sunflower,28,1.0,30.672584533691406,3.2686338424682617
MLP,44,sunflower,32,1.0,29.241453647613525,3.276279926300049
MLP,44,sunflower,36,1.0,34.26992344856262,2.415832757949829
MLP,44,sunflower,40,1.0,42.47264099121094,2.79206444235409
MLP,44,sunflower,44,1.0,39.51165795326233,4.488342046737671
MLP,44,sunflower,48,1.0,51.55253577232361,3.7809717655181885
MLP,44,sunflower,52,1.0,47.93852090835571,4.216479301452637
MLP,44,sunflower,56,1.0,52.98368573188782,3.0163142681121826
MLP,44,sunflower,60,1.0,63.401946783065796,3.6767728328704834
MLP,44,sunflower,64,1.0,63.58645677566528,2.3006482124328613
MLP,44,sunflower,68,1.0,63.06298518180847,4.937014818191528
MLP,44,sunflower,72,1.0,71.31956803798676,1.582884430885315
MLP,44,sunflower,76,1.0,73.03085243701935,3.4175702333450317
MLP,44,sunflower,80,1.0,77.46993378230503,2.699559211730957
MLP,44,sunflower,84,1.0,80.41272389888763,3.6058236360549927
MLP,44,sunflower,88,1.0,84.50344830751419,3.4965516924858093
MLP,44,sunflower,92,1.0,87.3851024210453,4.687027603387833
MLP,44,sunflower,96,1.0,93.89984248951077,2.7492375262081623
MLP,44,sunflower,100,1.0,95.25767647168216,4.742323528317844
CNN,42,peanut,4,0.5625,6.544796466827393,3.987657070159912
CNN,42,peanut,8,0.875,16.189188480377197,8.189188480377197
CNN,42,peanut,12,0.625,18.63692283630371,8.878929138183594
CNN,42,peanut,16,1.0,27.620721340179443,11.620721340179443
CNN,42,peanut,20,0.875,24.26772451400757,4.4283671379089355
CNN,42,peanut,24,1.0,25.710951328277588,7.177962779998779
CNN,42,peanut,28,1.0,29.231223344802856,3.5768845081329346
CNN,42,peanut,32,1.0,25.464171648025513,7.448368310928345
CNN,42,peanut,36,1.0,27.283596515655518,8.716403484344482
CNN,42,peanut,40,1.0,41.81855368614197,3.9341704845428467
CNN,42,peanut,44,1.0,39.80225968360901,4.465825319290161
CNN,42,peanut,48,1.0,46.30235052108765,2.738892078399658
CNN,42,peanut,52,1.0,46.32940721511841,7.189822673797607
CNN,42,peanut,56,1.0,54.45512247085571,2.9248361587524414
CNN,42,peanut,60,1.0,57.84352707862854,2.9390766620635986
CNN,42,peanut,64,1.0,60.445256625904754,3.5887843861299404
CNN,42,peanut,68,1.0,66.62218117713928,2.0794599056243896
CNN,42,peanut,72,1.0,72.91906130313873,3.003583550453186
CNN,42,peanut,76,1.0,75.04746520519257,1.9665573835372925
CNN,42,peanut,80,1.0,79.88232505321503,2.060346245765686
CNN,42,peanut,84,1.0,83.51946437358856,1.7825521230697632
CNN,42,peanut,88,1.0,84.69958937168121,3.7360719442367554
CNN,42,peanut,92,1.0,92.7338568419218,2.006314441561699
CNN,42,peanut,96,1.0,94.99388805776834,2.021885670721531
CNN,42,peanut,100,1.0,96.77891184389591,3.221088156104088
CNN,42,sunflower,4,0.875,1.8739404678344727,2.1260595321655273
CNN,42,sunflower,8,0.375,9.591623783111572,2.6947083473205566
CNN,42,sunflower,12,0.6,7.6163075764973955,4.752887980143229
CNN,42,sunflower,16,0.375,14.492050647735596,4.124688625335693
CNN,42,sunflower,20,0.875,23.640498638153076,11.16188383102417
CNN,42,sunflower,24,1.0,11.17051649093628,12.82948350906372
CNN,42,sunflower,28,1.0,31.64633584022522,4.270235300064087
CNN,42,sunflower,32,1.0,25.217689990997314,8.022037982940674
CNN,42,sunflower,36,1.0,30.38358235359192,5.750592470169067
CNN,42,sunflower,40,1.0,43.65834269804113,3.6583426980411304
CNN,42,sunflower,44,1.0,46.234153270721436,3.054194450378418
CNN,42,sunflower,48,1.0,48.67438554763794,2.0822315216064453
CNN,42,sunflower,52,1.0,45.388503313064575,6.6405417919158936
CNN,42,sunflower,56,1.0,53.28068447113037,3.389801502227783
CNN,42,sunflower,60,1.0,65.55593419075012,5.555934190750122
CNN,42,sunflower,64,1.0,69.35729241371155,6.0484325885772705
CNN,42,sunflower,68,1.0,68.62610805034637,4.965600371360779
CNN,42,sunflower,72,1.0,69.96945881843567,3.493483781814575
CNN,42,sunflower,76,1.0,73.13953804969788,4.072253227233887
CNN,42,sunflower,80,1.0,80.06125123160226,2.3108798435756137
CNN,42,sunflower,84,1.0,66.11613988876343,17.883860111236572
CNN,42,sunflower,88,1.0,87.9255943596363,2.7338205873966217
CNN,42,sunflower,92,1.0,90.23006819188595,2.8515968173742294
CNN,42,sunflower,96,1.0,94.61188812553883,2.6222418695688248
CNN,42,sunflower,100,1.0,95.82743825631984,4.172561743680169
CNN,43,peanut,4,1.0,10.42567491531372,6.425674915313721
CNN,43,peanut,8,0.625,13.830941200256348,5.830941200256348
CNN,43,peanut,12,0.5625,11.56617784500122,5.050403118133545
CNN,43,peanut,16,1.0,25.642749309539795,9.642749309539795
CNN,43,peanut,20,1.0,25.224876880645752,5.340793132781982
CNN,43,peanut,24,1.0,25.18796157836914,5.025149345397949
CNN,43,peanut,28,1.0,29.89829659461975,4.01568341255188
CNN,43,peanut,32,1.0,24.95902419090271,8.127571821212769
CNN,43,peanut,36,1.0,29.043280601501465,6.956719398498535
CNN,43,peanut,40,1.0,42.17359948158264,3.3914473056793213
CNN,43,peanut,44,1.0,46.76504302024841,3.8630831241607666
CNN,43,peanut,48,1.0,47.37022805213928,2.4075987339019775
CNN,43,peanut,52,1.0,48.524590253829956,4.852754831314087
CNN,43,peanut,56,1.0,52.932761430740356,4.529981374740601
CNN,43,peanut,60,1.0,59.5191924571991,2.5861175060272217
CNN,43,peanut,64,1.0,64.82835118910846,1.865657133214614
CNN,43,peanut,68,1.0,68.08130502700806,1.5267009735107422
CNN,43,peanut,72,1.0,77.98410046100616,5.9841004610061646
CNN,43,peanut,76,1.0,74.33300733566284,2.4972712993621826
CNN,43,peanut,80,1.0,81.24606865644455,2.4647075533866882
CNN,43,peanut,84,1.0,85.14533811807632,3.0911231637001038
CNN,43,peanut,88,1.0,90.70857447385788,3.5785931944847107
CNN,43,peanut,92,1.0,95.29352188296616,3.552535654976964
CNN,43,peanut,96,1.0,98.15496127679944,2.435746241360903
CNN,43,peanut,100,1.0,97.72693810798228,2.273061892017722
CNN,43,sunflower,4,0.875,1.604912281036377,2.6739630699157715
CNN,43,sunflower,8,0.125,10.990242958068848,3.107386589050293
CNN,43,sunflower,12,0.6,5.107289632161458,6.892710367838542
CNN,43,sunflower,16,0.4375,16.690348625183105,4.097951889038086
CNN,43,sunflower,20,0.6875,23.991525173187256,11.864826679229736
CNN,43,sunflower,24,1.0,5.1709794998168945,18.829020500183105
CNN,43,sunflower,28,1.0,35.72330665588379,7.723306655883789
CNN,43,sunflower,32,1.0,24.953533172607422,7.251072883605957
CNN,43,sunflower,36,1.0,32.53066897392273,4.3263185024261475
CNN,43,sunflower,40,1.0,43.98674437578987,4.20210423189051
CNN,43,sunflower,44,1.0,52.12861728668213,8.128617286682129
CNN,43,sunflower,48,1.0,49.61576557159424,2.4237875938415527
CNN,43,sunflower,52,1.0,48.707945108413696,4.437011003494263
CNN,43,sunflower,56,1.0,57.96560192108154,3.350243091583252
CNN,43,sunflower,60,1.0,64.71857070922852,4.718570709228516
CNN,43,sunflower,64,1.0,72.37512242794037,8.641403555870056
CNN,43,sunflower,68,1.0,66.65385746955872,6.226459741592407
CNN,43,sunflower,72,1.0,73.11593794822693,2.9631505012512207
CNN,43,sunflower,76,1.0,75.53627341985703,3.1932680010795593
CNN,43,sunflower,80,1.0,81.71277434485299,2.566675526755197
CNN,43,sunflower,84,1.0,68.23528438806534,16.425590574741364
CNN,43,sunflower,88,1.0,90.15606701374054,6.417085528373718
CNN,43,sunflower,92,1.0,95.26361376047134,3.817761242389679
CNN,43,sunflower,96,1.0,95.10252315551043,2.5642843320965767
CNN,43,sunflower,100,1.0,98.2886553126223,1.7113446873777054
CNN,44,peanut,4,0.5625,5.878881931304932,3.6182522773742676
CNN,44,peanut,8,0.875,11.564748764038086,4.1500091552734375
CNN,44,peanut,12,0.5,12.489799499511719,3.9458370208740234
CNN,44,peanut,16,1.0,21.927295684814453,6.269035339355469
CNN,44,peanut,20,0.9375,27.291895866394043,7.291895866394043
CNN,44,peanut,24,1.0,22.873425006866455,5.142606258392334
CNN,44,peanut,28,1.0,30.461212635040283,3.903189182281494
CNN,44,peanut,32,1.0,26.627683639526367,8.94427490234375
CNN,44,peanut,36,1.0,28.187795639038086,7.872189521789551
CNN,44,peanut,40,1.0,40.38312864303589,2.286282539367676
CNN,44,peanut,44,1.0,39.707425594329834,4.566354274749756
CNN,44,peanut,48,1.0,51.93297052383423,4.291585922241211
CNN,44,peanut,52,1.0,48.784855127334595,6.7337586879730225
CNN,44,peanut,56,1.0,54.54828763008118,3.051767587661743
CNN,44,peanut,60,1.0,59.33771562576294,2.716109275817871
CNN,44,peanut,64,1.0,61.9299249088063,2.562831205480239
CNN,44,peanut,68,1.0,70.62152063846588,2.826703190803528
CNN,44,peanut,72,1.0,80.46084332466125,8.460843324661255
CNN,44,peanut,76,1.0,74.16452312469482,2.6106932163238525
CNN,44,peanut,80,1.0,80.595747590065,1.6414726972579956
CNN,44,peanut,84,1.0,82.75201934576035,3.053111970424652
CNN,44,peanut,88,1.0,85.32951295375824,3.547525644302368
CNN,44,peanut,92,1.0,97.18148308992386,5.181483089923859
CNN,44,peanut,96,1.0,99.7737831287086,3.773783128708601
CNN,44,peanut,100,1.0,99.94283562363125,0.05716437636874616
CNN,44,sunflower,4,1.0,7.851381778717041,4.140611171722412
CNN,44,sunflower,8,0.1875,7.357652187347412,2.6352810859680176
CNN,44,sunflower,12,0.13333333333333333,9.682404073079427,4.117656962076823
CNN,44,sunflower,16,0.3125,14.622096538543701,3.078583240509033
CNN,44,sunflower,20,0.6875,25.216408491134644,12.288659811019897
CNN,44,sunflower,24,1.0,6.563765525817871,17.43623447418213
CNN,44,sunflower,28,1.0,32.340576171875,4.354579925537109
CNN,44,sunflower,32,1.0,26.378694534301758,6.667084693908691
CNN,44,sunflower,36,1.0,31.145601511001587,5.136108636856079
CNN,44,sunflower,40,1.0,42.66558276905733,3.5292082393870636
CNN,44,sunflower,44,1.0,50.60832905769348,6.6083290576934814
CNN,44,sunflower,48,1.0,50.22251653671265,2.6827540397644043
CNN,44,sunflower,52,1.0,46.79277491569519,5.20722508430481
CNN,44,sunflower,56,1.0,54.09863257408142,3.0947201251983643
CNN,44,sunflower,60,1.0,64.05423212051392,4.085394382476807
CNN,44,sunflower,64,1.0,70.26604521274567,6.469392895698547
CNN,44,sunflower,68,1.0,64.9576485157013,4.000537633895874
CNN,44,sunflower,72,1.0,72.01731443405151,2.984595537185669
CNN,44,sunflower,76,1.0,73.13693988323212,3.5676788091659546
CNN,44,sunflower,80,1.0,80.01911340441022,2.194389207022531
CNN,44,sunflower,84,1.0,66.82968491315842,17.17944759130478
CNN,44,sunflower,88,1.0,93.9930361956358,6.970693752169609
CNN,44,sunflower,92,1.0,92.21357258409262,2.7119086608290672
CNN,44,sunflower,96,1.0,95.60327002359554,2.44847997976467
CNN,44,sunflower,100,1.0,99.50692823353936,0.4930717664606431
KAN,42,peanut,4,1.0,12.437991619110107,8.437991619110107
KAN,42,peanut,8,0.9375,15.672980785369873,7.768157482147217
KAN,42,peanut,12,0.75,15.738206386566162,6.180212497711182
KAN,42,peanut,16,0.3125,12.402844905853271,7.859238147735596
KAN,42,peanut,20,1.0,22.835781574249268,3.192505359649658
KAN,42,peanut,24,1.0,16.88615846633911,7.113841533660889
KAN,42,peanut,28,1.0,33.23123812675476,5.231238126754761
KAN,42,peanut,32,1.0,31.839151859283447,5.0944600105285645
KAN,42,peanut,36,1.0,35.98060083389282,2.143662929534912
KAN,42,peanut,40,1.0,36.904186964035034,3.3401944637298584
KAN,42,peanut,44,1.0,41.99804902076721,2.001950979232788
KAN,42,peanut,48,1.0,45.67979049682617,2.841980457305908
KAN,42,peanut,52,1.0,39.48083782196045,12.51916217803955
KAN,42,peanut,56,1.0,54.36521935462952,4.436833620071411
KAN,42,peanut,60,1.0,61.20837950706482,1.3531291484832764
KAN,42,peanut,64,1.0,62.56769112979664,2.2376475614659928
KAN,42,peanut,68,1.0,69.15190875530243,1.775865912437439
KAN,42,peanut,72,1.0,70.69254946708679,2.283705472946167
KAN,42,peanut,76,1.0,77.38250207901001,2.2330944538116455
KAN,42,peanut,80,1.0,80.839992582798,2.026475250720978
KAN,42,peanut,84,1.0,84.08571434020996,2.8249094486236572
KAN,42,peanut,88,1.0,88.52104949951172,1.0049794912338257
KAN,42,peanut,92,1.0,93.92637065052986,1.9263706505298615
KAN,42,peanut,96,1.0,83.80321368575096,12.196786314249039
KAN,42,peanut,100,1.0,89.12478250265121,10.875217497348785
KAN,42,sunflower,4,0.0,3.391700267791748,0.9710850715637207
KAN,42,sunflower,8,0.375,5.036028861999512,2.9639711380004883
KAN,42,sunflower,12,0.3333333333333333,21.26693115234375,9.4658935546875
KAN,42,sunflower,16,0.3125,10.638413429260254,5.455059051513672
KAN,42,sunflower,20,0.5625,38.4181022644043,18.418102264404297
KAN,42,sunflower,24,1.0,23.73102045059204,3.4150519371032715
KAN,42,sunflower,28,0.625,39.51595377922058,11.515953779220581
KAN,42,sunflower,32,1.0,31.56643533706665,2.8048453330993652
KAN,42,sunflower,36,1.0,31.093405723571777,4.906594276428223
KAN,42,sunflower,40,1.0,43.01512101117302,3.016321070053998
KAN,42,sunflower,44,1.0,45.35823941230774,1.8734657764434814
KAN,42,sunflower,48,1.0,55.1531777381897,7.153177738189697
KAN,42,sunflower,52,1.0,57.25356316566467,6.037305593490601
KAN,42,sunflower,56,1.0,64.74776983261108,8.747769832611084
KAN,42,sunflower,60,1.0,64.75211179256439,4.752111792564392
KAN,42,sunflower,64,1.0,61.90650117397308,2.665049910545349
KAN,42,sunflower,68,1.0,62.95247304439545,5.388234496116638
KAN,42,sunflower,72,1.0,74.0619843006134,2.634126663208008
KAN,42,sunflower,76,1.0,72.69701850414276,3.3440877199172974
KAN,42,sunflower,80,1.0,81.91793850490025,2.384097235543387
KAN,42,sunflower,84,1.0,76.36337637901306,7.6366236209869385
KAN,42,sunflower,88,1.0,88.7183787226677,2.847747504711151
KAN,42,sunflower,92,1.0,91.95729064941406,0.617814302444458
KAN,42,sunflower,96,1.0,96.90347310621291,1.8352093966677785
KAN,42,sunflower,100,1.0,96.78668235330021,3.2133176466997933
KAN,43,peanut,4,0.5,11.046247959136963,7.046247959136963
KAN,43,peanut,8,0.9375,11.279632568359375,3.388016700744629
KAN,43,peanut,12,0.75,13.279362201690674,3.681972026824951
KAN,43,peanut,16,1.0,14.62234115600586,3.137202262878418
KAN,43,peanut,20,1.0,19.76943302154541,1.004023551940918
KAN,43,peanut,24,1.0,26.24168348312378,2.3912882804870605
KAN,43,peanut,28,1.0,28.468356132507324,1.0749711990356445
KAN,43,peanut,32,1.0,31.96700620651245,2.410830020904541
KAN,43,peanut,36,1.0,41.07481050491333,5.298738956451416
KAN,43,peanut,40,1.0,46.15865206718445,6.158652067184448
KAN,43,peanut,44,1.0,42.92560577392578,1.266946792602539
KAN,43,peanut,48,1.0,51.73599672317505,3.735996723175049
KAN,43,peanut,52,1.0,50.19886231422424,2.193901300430298
KAN,43,peanut,56,1.0,54.90966296195984,2.496699571609497
KAN,43,peanut,60,1.0,60.1281418800354,1.81292724609375
KAN,43,peanut,64,1.0,62.33974524105297,2.289532605339499
KAN,43,peanut,68,1.0,67.99428081512451,1.2460341453552246
KAN,43,peanut,72,1.0,69.75360691547394,2.5918058156967163
KAN,43,peanut,76,1.0,75.02806508541107,1.3536301851272583
KAN,43,peanut,80,1.0,82.8025199174881,2.86381995677948
KAN,43,peanut,84,1.0,81.12220656871796,3.1263009309768677
KAN,43,peanut,88,1.0,90.12507572770119,2.368004471063614
KAN,43,peanut,92,1.0,91.69313302636147,1.3994982540607452
KAN,43,peanut,96,1.0,91.50239688158035,4.497603118419647
KAN,43,peanut,100,1.0,86.6886156797409,13.311384320259094
KAN,43,sunflower,4,0.8125,3.1152491569519043,1.2036166191101074
KAN,43,sunflower,8,0.6875,9.311272621154785,1.6226778030395508
KAN,43,sunflower,12,0.3333333333333333,21.27072245279948,9.270722452799479
KAN,43,sunflower,16,1.0,15.141206741333008,3.4142446517944336
KAN,43,sunflower,20,1.0,24.979241847991943,4.979241847991943
KAN,43,sunflower,24,1.0,25.314879894256592,2.8970704078674316
KAN,43,sunflower,28,1.0,30.19666624069214,3.3791375160217285
KAN,43,sunflower,32,1.0,32.23933744430542,2.6890549659729004
KAN,43,sunflower,36,1.0,35.781009674072266,1.748763084411621
KAN,43,sunflower,40,1.0,38.48102120792164,2.428190792308134
KAN,43,sunflower,44,1.0,42.738290548324585,2.78450083732605
KAN,43,sunflower,48,1.0,48.298765420913696,1.850273847579956
KAN,43,sunflower,52,1.0,50.96843957901001,2.305955410003662
KAN,43,sunflower,56,1.0,58.81857872009277,2.977912425994873
KAN,43,sunflower,60,1.0,64.50682997703552,4.5068299770355225
KAN,43,sunflower,64,1.0,65.6606810092926,2.5962350368499756
KAN,43,sunflower,68,1.0,61.20988082885742,6.790119171142578
KAN,43,sunflower,72,1.0,74.03330218791962,2.793507218360901
KAN,43,sunflower,76,1.0,73.10537362098694,3.097642660140991
KAN,43,sunflower,80,1.0,80.34840147835868,1.3278029305594308
KAN,43,sunflower,84,1.0,68.69770228862762,15.302297711372375
KAN,43,sunflower,88,1.0,84.06730052828789,6.596381992101669
KAN,43,sunflower,92,1.0,93.73519811034203,1.7930993735790253
KAN,43,sunflower,96,1.0,91.03831866383553,4.9616813361644745
KAN,43,sunflower,100,1.0,93.86480642767513,6.135193572324865
KAN,44,peanut,4,0.1875,15.030102252960205,11.030102252960205
KAN,44,peanut,8,1.0,15.06589937210083,7.06589937210083
KAN,44,peanut,12,0.6875,21.100062370300293,9.100062370300293
KAN,44,peanut,16,1.0,16.891989707946777,2.1307601928710938
KAN,44,peanut,20,1.0,23.558144092559814,3.5886940956115723
KAN,44,peanut,24,1.0,27.80060338973999,3.978771686553955
KAN,44,peanut,28,1.0,27.97164487838745,3.0414233207702637
KAN,44,peanut,32,1.0,36.164783239364624,4.599827527999878
KAN,44,peanut,36,1.0,31.61348557472229,4.815082788467407
KAN,44,peanut,40,1.0,38.82563257217407,1.5203614234924316
KAN,44,peanut,44,1.0,37.09498453140259,6.905015468597412
KAN,44,peanut,48,1.0,50.73488640785217,3.6051390171051025
KAN,44,peanut,52,1.0,47.19927740097046,5.122912883758545
KAN,44,peanut,56,1.0,55.10076594352722,1.598231554031372
KAN,44,peanut,60,1.0,56.01233434677124,3.9876656532287598
KAN,44,peanut,64,1.0,63.73492790670956,1.5612959020278032
KAN,44,peanut,68,1.0,65.85846197605133,2.55821430683136
KAN,44,peanut,72,1.0,63.309605717659,8.90431034564972
KAN,44,peanut,76,1.0,72.53940069675446,3.6280218362808228
KAN,44,peanut,80,1.0,81.30486166477203,2.582260489463806
KAN,44,peanut,84,1.0,88.4603500366211,4.691202402114868
KAN,44,peanut,88,1.0,91.50251811742783,3.502518117427826
KAN,44,peanut,92,1.0,88.34803450107574,3.6519654989242554
KAN,44,peanut,96,1.0,82.41374933719635,13.58625066280365
KAN,44,peanut,100,1.0,83.32798492908478,16.672015070915222
